data,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
May-2023,115535.29705745888,82753.97575982298,140690.89446414533,117204.9200018156,0.805500418293222,128728.720675804,123440.54301487347,138823.80755123834,133686.38866017855,0.5055701236920107,118680.49103165763,80986.52002115938,0.7445162886745419,81726.51132433455,110240.01697405016,1.2427803859848383,79148.64367664926,106297.0726576771,77234.23865978894,111844.58663674482,93080.50862736958,92962.29812031376,97441.00977036021,89151.46510932704,92812.68356886918,0.4029647243874185,1.0452334586572356,0.4072506301317243,88441.9761572271,99499.14528543546,94828.26068922687,92601.81244129236,77056.87090570353,76389.51682083527,60176.10476323603,81836.33214046792,59185.818825958726,82839.26342561617,80257.07702522616,58316.19849400261,72605.75077164367,59338.3502440155,0.631046051776294,1.071236527690681,72289.2541604252,73864.56683534101,80133.32580524938,66068.6736034425,71504.51377899972,69839.78301595247
Jun-2023,109368.74369692989,74727.3025780117,138213.22895786093,120613.4973140334,0.8233511416175109,110433.95590403881,109259.14009034948,136686.23468577216,129706.60808829928,0.5167353420102326,94293.81319221435,78947.36410002103,0.7609312057018279,77736.10334744467,106937.6195976376,1.2704315165159237,71219.09808475444,95006.8233391195,70512.84450506615,108459.88747193,89660.73972731111,90804.8701455395,100938.03754322666,89837.52957880854,98508.9952062346,0.4119044171017594,1.068287716333917,0.41628262141208405,91702.32656705186,96059.90875587636,86757.64636757181,88452.45550447311,66004.53812995454,65064.97991284517,68591.93250342322,75880.05948501312,53741.9751896918,80161.65568642797,79843.920002919,58743.107680460635,72942.16861803952,59482.21734542866,0.6450015706170468,1.0949473937495675,68654.04836551988,70551.65143467784,74218.7824468188,65834.87300125764,71339.86200816986,63680.64969216512
Jul-2023,108737.01537617014,80644.87652374322,132450.10998600675,115724.49357920841,0.8719746115972011,116417.55268942776,109874.25009473758,133719.5621096896,126030.93579903286,0.5472746170315952,103715.74022269956,81768.48580582088,0.8059038894429921,74380.82870853439,104343.2984608336,1.3453298093559638,72431.41432003689,96734.6247564371,73101.8749497306,104533.20513523131,92809.3645265558,94969.78416921578,102254.15936633153,90833.77904245253,99308.16762104248,0.436187982963062,1.131433982072255,0.4408529485442816,93313.25242417566,94585.3274092126,86806.92861748365,89484.02610499453,70043.74989051397,67994.37601568397,68181.07229336847,75689.37165741737,58303.99528045465,80622.60144335005,80505.31516591708,57568.0737165828,73395.1556704091,59223.787096514105,0.6831154194367548,1.1596003548842178,68166.26020703679,71567.22671425933,78600.62275874613,66341.09624405169,71017.89704894363,66181.41123833395
Aug-2023,108588.98637188635,80148.80559607602,132712.97312931615,116898.55895316227,0.9357275534085656,116453.80352502424,111922.11766172163,135834.27453322135,126463.4430412389,0.5871849559771971,101538.49533410589,96464.6819676331,0.8649640010822064,72358.07759607567,104807.8363941247,1.4424229400304067,72956.63709131784,98434.30476369624,72626.68993201754,105289.15292133199,101648.26680472607,94993.12981450198,102477.9368409334,92910.44205545502,99070.64502093881,0.4676735034641861,1.2140813631920329,0.47297283436449683,93355.39422841434,95206.89408954135,88057.43602137656,89611.26210865764,70195.9297494745,66812.76847629789,68598.40107539615,76176.23394299614,69618.70748015717,81134.79759212001,80951.69401464939,57008.86904336609,74104.59521024996,59843.65892112391,0.7331333278606844,1.2440986815402564,68727.57234376298,71883.73981529786,85003.78954060512,65934.15186764741,71350.24659491387,66789.65160182615
Sep-2023,108179.4379423648,78664.3214016963,133043.0936922157,114593.14085288493,1.25662930909891,116215.78934354485,113038.32455959999,136757.74853206408,126736.66254606216,0.7886821032417255,100579.59425353492,99786.73265803218,1.1615720782118661,75078.3283194532,105000.07158796853,1.9389373556137068,72796.81704591886,97284.45103662695,72195.33056846616,105990.51612707465,101557.7503204311,95099.91089634049,102215.10097619529,93556.75476441631,99837.59491158533,0.6286032585595495,1.6306721893205403,0.6352890732479087,92138.8809705881,94846.91722474509,87848.45443607884,89751.76682840781,70567.35556951338,66953.076371173,68378.61320058638,76194.52467102221,71026.66665609978,81440.02529323717,80642.70896848889,57320.624697657004,74363.22240586269,59591.5344102817,0.9845563866388217,1.671323368340644,68974.27860969717,71590.78006315633,85191.2102814324,66479.92964847856,71195.01651785307,67105.5566990119
Oct-2023,108786.1577367797,78352.38327525811,133763.18824406178,115689.14062339439,1.232515392154012,116353.89848861529,113779.48625968791,138108.91384310694,127275.33681058743,0.7735565068574011,100761.30856105579,98357.23861996192,1.1392433039648608,75039.33210478917,103629.14459467834,1.901455474024154,72398.33430414886,96691.88985685626,72085.61104455755,106408.70079368414,101334.96752698754,95123.65562416625,102043.84569990923,93521.82382396206,99571.50645728353,0.6165244242854568,1.5992926934919796,0.6231493967692935,93118.76500651687,95323.7427363803,88062.63164032821,90265.9439878926,71014.14812071923,66905.57766575397,69341.65642137846,76503.83216623383,70982.81988965395,81727.86960380476,80848.66460087817,57442.50711023322,74682.57133817932,59410.65279205914,0.9655933507518762,1.639006098688319,68980.88836459763,71495.80051295782,85250.12226835599,66503.96511690672,71197.43358404495,67165.59713775438
Nov-2023,108019.02870733527,78712.52106674906,133698.62138525103,116498.13767780234,1.1934957445423513,116050.56265655086,111142.31752989635,137584.94412307112,127525.47633053162,0.7490713761237889,101997.60982406112,81559.89607203397,1.103159428063251,73717.53002724091,104391.57172285508,1.8413113989809982,72196.74789943272,96569.48516440732,71689.32734385981,106385.60439335226,92744.24208486803,94652.41818911563,102188.61541796236,92800.87294376524,99452.2306817365,0.597018633400666,1.548846481382585,0.6034076690449706,94011.06892890573,95486.47919176571,87320.44798669007,90418.29740475741,70973.82408135544,67103.11978200116,69428.45784570895,76490.14656727489,58701.67604483955,81867.66999097422,80904.6074078986,56629.62309531218,74376.8116349812,59613.13603169508,0.9350277157079795,1.5872001403467173,68146.21658455697,71748.08905893163,78936.86359161009,66263.42594684112,72082.73905076328,66801.79853229274
Dec-2023,107144.41890852281,71018.201062393,140277.23811660428,123145.48243003039,1.2700796166205983,109506.26254734014,114090.03703357815,138411.51128610992,130857.85214326988,0.7971462852935554,97992.32382978534,81043.74514956235,1.173932838615481,75186.9232634376,108186.1569677765,1.95946706801222,68972.63176310803,96602.87515656585,70172.33933322919,109421.58535619894,91304.94029412438,90486.28731972269,101439.41618953619,89417.02593808407,98438.70739502467,0.6353292827243836,1.6484925512570048,0.6423557594181065,92250.64124454085,97407.55018725323,87248.64546724594,89096.04011949676,68681.11038720826,66330.73270970606,68149.91344932183,76056.94555192532,57015.46293903614,82472.78473390489,80611.00926805608,56273.899407491925,74725.20618153231,58832.62693388445,0.9950212623334601,1.6890437926965782,69071.86105063817,72846.24874387149,75385.40860238823,65704.81549391538,71732.94522877701,64551.108731978995
Jan-2024,131576.3282343718,92476.633152814,133957.48580935138,105416.09463582603,0.7876534571404191,103578.70119589943,88298.45647288155,123328.89296309708,127292.96904088305,0.49141754437794094,85948.69600930354,53318.29892259277,0.7272561472405865,84001.13808801331,90397.93423078649,1.2153361598658787,87848.16809277023,81080.04343021447,82534.50018661366,105864.9551172385,73172.24948831511,87303.90282440258,84990.24965821907,81768.72861881621,79440.37782062928,0.39363383405505165,1.0210624096456071,0.39586128208938803,77302.15702537903,95193.73732098896,83496.3294355122,85730.6233265521,58877.095206560756,67206.34468145076,61256.198399747016,82326.91405856394,36080.984917191,72262.21743199659,71360.9000135501,60700.79503469023,60023.29574447939,62942.96340421371,0.6173866346364286,1.046433757734734,71362.7894531397,65340.996587855414,60936.50817751166,67319.34256124635,65493.21365234892,64803.9760489872
Feb-2024,128887.38236365705,100401.85447741633,143568.51396878457,119031.85119307805,0.8313352215708998,121794.59635695866,89335.64499048595,138578.26911417115,139104.2310024212,0.5216850017663633,100807.25425003756,67711.47724769163,0.7683889753433922,87213.80450061252,80688.1031284269,1.2839275357594875,87878.10504029342,85501.48522400316,90808.90020478945,115199.87539733788,86967.99674133197,92197.98801920941,90244.2886221427,86994.94776449673,86456.82631917567,0.415170356960732,1.0787576843465256,0.42023412155756873,82617.5051127844,102690.42630200586,94859.4594691666,93310.60948685548,70742.8908690691,76695.73764035414,75143.81897916639,89492.69925066365,45955.983590360614,84328.5062295937,80798.17247268054,63853.634919191456,71880.26056830284,66819.40886974375,0.6514304888133097,1.1038203324375362,77268.98862529143,71043.9542601441,74532.31493328372,71989.82180608518,75705.65854401176,72316.7288392946
Mar-2024,115830.53592798144,81436.60850818774,132936.35053192775,123268.48463670923,0.7868649966623293,110025.27012549719,80157.7258546904,128455.1104138167,123494.82786781974,0.49473710545606275,83532.95241168619,70098.78247218583,0.7260592541179298,83098.44118739391,86573.84418907015,1.2141147216308494,84331.23738076692,73316.77826429432,75234.4892753164,102367.36567807778,81745.24150101768,79440.8595017195,87365.38520559526,80221.362486017,86697.68913540334,0.39383998874515447,1.021153521792289,0.3978926240746103,83368.29017150172,89737.29054295887,80556.01916529582,82276.86531259654,58757.54793091729,62408.96426831575,60942.748130184205,76561.69308624532,46748.29202640629,76027.64025227801,73203.5284228398,60011.00712584134,66167.27467749342,63269.6650433938,0.6164911669578426,1.0443620180338842,66401.48256899847,63541.468221262454,68274.9895447315,67899.0117736093,65313.004230879036,60996.64821178108
Apr-2024,126435.53756348754,81618.12654498735,132824.8663463417,120298.85242714023,0.7815228077025683,101462.19732458398,87353.19083167208,124329.76049983871,127195.01860058791,0.489208127946878,83561.11954499534,53719.08565920386,0.7238417866266342,79442.21108100004,88028.72466536546,1.2045172033814198,92319.18057635147,83072.77690021267,73252.76130975547,106099.89548542144,76075.44310756343,81362.15299954696,86483.08580115197,79818.35160128833,78932.26633544372,0.39099686654125265,1.0166748706451199,0.3951445514758934,76873.57149545917,93730.82818590572,77846.25794876025,89217.02156152773,61556.76115408688,60774.258558862886,64903.27651059262,77895.72550868036,40360.72153254543,70620.65536273846,70843.05771694904,57912.5746837653,62190.75789439604,65864.35566707562,0.6134189061673248,1.0420105976286653,69750.57647173089,64715.50310460079,64041.74235143114,66171.03525002512,63686.18499962467,65731.67474669115
